task,uids,word1,word2
OP,pier/used_for_cleaning,pier,cleaning
OP,pier/used_by_children,pier,children
OP,pier/used_for_holding_things,pier,holding
OP,pier/used_for_killing,pier,killing
OP,pier/used_for_music,pier,music
OP,pier/used_for_transportation,pier,transportation
OP,pier/worn_for_warmth,pier,warmth
OP,pier/worn_on_feet,pier,feet
OP,pier/hot,pier,hot
OP,pier/light_weight,pier,light
OP,pier/squishy,pier,squishy
OP,pier/unhealthy,pier,unhealthy
OP,pier/wet,pier,wet
OP,pier/words_on_it,pier,words
OP,pier/man_made,pier,man-made
OP,pier/fragile,pier,fragile
OP,pig/a_tool,pig,tool
OP,pig/a_toy,pig,toy
OP,pig/an_animal,pig,animal
OP,pig/flies,pig,fly
OP,pig/swims,pig,swim
OP,pig/pairs,pig,pairs
OP,pig/eaten_in_summer,pig,summer
OP,pig/found_on_walls,pig,walls
OP,pig/has_peel,pig,peel
OP,pig/has_shelves,pig,shelves
OP,pig/produces_noise,pig,sound
OP,pig/cold,pig,cold
OP,pig/dangerous,pig,dangerous
OP,pig/decorative,pig,decorative
OP,pig/edible,pig,edible
OP,pig/electrical,pig,electricity
OP,pig/expensive,pig,expensive
OP,pig/fast,pig,fast
OP,pig/fun,pig,fun
OP,pig/hand_held,pig,hand-held
OP,pig/hard,pig,hard
OP,pig/heavy,pig,heavy
OP,pig/large,pig,big
OP,pig/loud,pig,loud
OP,pig/sharp,pig,sharp
OP,pig/shiny,pig,shiny
OP,pig/slimy,pig,slimy
OP,pig/smelly,pig,smelly
OP,pig/smooth,pig,smooth
OP,pig/tall,pig,tall
OP,pig/lives_in_water,pig,water
OP,pig/requires_gasoline,pig,gasoline
OP,pig/used_for_eating,pig,eating
OP,pig/used_for_cooking,pig,cooking
OP,pig/used_for_cleaning,pig,cleaning
OP,pig/used_by_children,pig,children
OP,pig/used_for_holding_things,pig,holding
OP,pig/used_for_killing,pig,killing
OP,pig/used_for_music,pig,music
OP,pig/used_for_transportation,pig,transportation
OP,pig/worn_for_warmth,pig,warmth
OP,pig/worn_on_feet,pig,feet
OP,pig/hot,pig,hot
OP,pig/light_weight,pig,light
OP,pig/squishy,pig,squishy
OP,pig/unhealthy,pig,unhealthy
OP,pig/wet,pig,wet
OP,pig/words_on_it,pig,words
OP,pig/man_made,pig,man-made
OP,pig/fragile,pig,fragile
OP,pigeon/a_tool,pigeon,tool
OP,pigeon/a_toy,pigeon,toy
OP,pigeon/an_animal,pigeon,animal
OP,pigeon/flies,pigeon,fly
OP,pigeon/swims,pigeon,swim
OP,pigeon/pairs,pigeon,pairs
OP,pigeon/eaten_in_summer,pigeon,summer
OP,pigeon/found_on_walls,pigeon,walls
OP,pigeon/has_peel,pigeon,peel
OP,pigeon/has_shelves,pigeon,shelves
OP,pigeon/produces_noise,pigeon,sound
OP,pigeon/cold,pigeon,cold
OP,pigeon/dangerous,pigeon,dangerous
OP,pigeon/decorative,pigeon,decorative
OP,pigeon/edible,pigeon,edible
OP,pigeon/electrical,pigeon,electricity
OP,pigeon/expensive,pigeon,expensive
OP,pigeon/fast,pigeon,fast
OP,pigeon/fun,pigeon,fun
OP,pigeon/hand_held,pigeon,hand-held
OP,pigeon/hard,pigeon,hard
OP,pigeon/heavy,pigeon,heavy
OP,pigeon/large,pigeon,big
OP,pigeon/loud,pigeon,loud
OP,pigeon/sharp,pigeon,sharp
OP,pigeon/shiny,pigeon,shiny
OP,pigeon/slimy,pigeon,slimy
OP,pigeon/smelly,pigeon,smelly
OP,pigeon/smooth,pigeon,smooth
OP,pigeon/tall,pigeon,tall
OP,pigeon/lives_in_water,pigeon,water
OP,pigeon/requires_gasoline,pigeon,gasoline
OP,pigeon/used_for_eating,pigeon,eating
OP,pigeon/used_for_cooking,pigeon,cooking
OP,pigeon/used_for_cleaning,pigeon,cleaning
OP,pigeon/used_by_children,pigeon,children
OP,pigeon/used_for_holding_things,pigeon,holding
OP,pigeon/used_for_killing,pigeon,killing
OP,pigeon/used_for_music,pigeon,music
OP,pigeon/used_for_transportation,pigeon,transportation
OP,pigeon/worn_for_warmth,pigeon,warmth
OP,pigeon/worn_on_feet,pigeon,feet
OP,pigeon/hot,pigeon,hot
OP,pigeon/light_weight,pigeon,light
OP,pigeon/squishy,pigeon,squishy
OP,pigeon/unhealthy,pigeon,unhealthy
OP,pigeon/wet,pigeon,wet
OP,pigeon/words_on_it,pigeon,words
OP,pigeon/man_made,pigeon,man-made
OP,pigeon/fragile,pigeon,fragile
OP,pillow/a_tool,pillow,tool
OP,pillow/a_toy,pillow,toy
OP,pillow/an_animal,pillow,animal
OP,pillow/flies,pillow,fly
OP,pillow/swims,pillow,swim
OP,pillow/pairs,pillow,pairs
OP,pillow/eaten_in_summer,pillow,summer
OP,pillow/found_on_walls,pillow,walls
OP,pillow/has_peel,pillow,peel
OP,pillow/has_shelves,pillow,shelves
OP,pillow/produces_noise,pillow,sound
OP,pillow/cold,pillow,cold
OP,pillow/dangerous,pillow,dangerous
OP,pillow/decorative,pillow,decorative
OP,pillow/edible,pillow,edible
OP,pillow/electrical,pillow,electricity
OP,pillow/expensive,pillow,expensive
OP,pillow/fast,pillow,fast
OP,pillow/fun,pillow,fun
OP,pillow/hand_held,pillow,hand-held
OP,pillow/hard,pillow,hard
OP,pillow/heavy,pillow,heavy
OP,pillow/large,pillow,big
OP,pillow/loud,pillow,loud
OP,pillow/sharp,pillow,sharp
OP,pillow/shiny,pillow,shiny
OP,pillow/slimy,pillow,slimy
OP,pillow/smelly,pillow,smelly
OP,pillow/smooth,pillow,smooth
OP,pillow/tall,pillow,tall
OP,pillow/lives_in_water,pillow,water
OP,pillow/requires_gasoline,pillow,gasoline
OP,pillow/used_for_eating,pillow,eating
OP,pillow/used_for_cooking,pillow,cooking
OP,pillow/used_for_cleaning,pillow,cleaning
OP,pillow/used_by_children,pillow,children
OP,pillow/used_for_holding_things,pillow,holding
OP,pillow/used_for_killing,pillow,killing
OP,pillow/used_for_music,pillow,music
OP,pillow/used_for_transportation,pillow,transportation
OP,pillow/worn_for_warmth,pillow,warmth
OP,pillow/worn_on_feet,pillow,feet
OP,pillow/hot,pillow,hot
OP,pillow/light_weight,pillow,light
OP,pillow/squishy,pillow,squishy
OP,pillow/unhealthy,pillow,unhealthy
OP,pillow/wet,pillow,wet
OP,pillow/words_on_it,pillow,words
OP,pillow/man_made,pillow,man-made
OP,pillow/fragile,pillow,fragile
OP,pin/a_tool,pin,tool
OP,pin/a_toy,pin,toy
OP,pin/an_animal,pin,animal
OP,pin/flies,pin,fly
OP,pin/swims,pin,swim
OP,pin/pairs,pin,pairs
OP,pin/eaten_in_summer,pin,summer
OP,pin/found_on_walls,pin,walls
OP,pin/has_peel,pin,peel
OP,pin/has_shelves,pin,shelves
OP,pin/produces_noise,pin,sound
OP,pin/cold,pin,cold
OP,pin/dangerous,pin,dangerous
OP,pin/decorative,pin,decorative
OP,pin/edible,pin,edible
OP,pin/electrical,pin,electricity
OP,pin/expensive,pin,expensive
OP,pin/fast,pin,fast
OP,pin/fun,pin,fun
OP,pin/hand_held,pin,hand-held
OP,pin/hard,pin,hard
OP,pin/heavy,pin,heavy
OP,pin/large,pin,big
OP,pin/loud,pin,loud
OP,pin/sharp,pin,sharp
OP,pin/shiny,pin,shiny
OP,pin/slimy,pin,slimy
OP,pin/smelly,pin,smelly
OP,pin/smooth,pin,smooth
OP,pin/tall,pin,tall
OP,pin/lives_in_water,pin,water
OP,pin/requires_gasoline,pin,gasoline
OP,pin/used_for_eating,pin,eating
OP,pin/used_for_cooking,pin,cooking
OP,pin/used_for_cleaning,pin,cleaning
OP,pin/used_by_children,pin,children
OP,pin/used_for_holding_things,pin,holding
OP,pin/used_for_killing,pin,killing
OP,pin/used_for_music,pin,music
OP,pin/used_for_transportation,pin,transportation
OP,pin/worn_for_warmth,pin,warmth
OP,pin/worn_on_feet,pin,feet
OP,pin/hot,pin,hot
OP,pin/light_weight,pin,light
OP,pin/squishy,pin,squishy
OP,pin/unhealthy,pin,unhealthy
OP,pin/wet,pin,wet
OP,pin/words_on_it,pin,words
OP,pin/man_made,pin,man-made
OP,pin/fragile,pin,fragile
OP,pineapple/a_tool,pineapple,tool
OP,pineapple/a_toy,pineapple,toy
OP,pineapple/an_animal,pineapple,animal
OP,pineapple/flies,pineapple,fly
OP,pineapple/swims,pineapple,swim
OP,pineapple/pairs,pineapple,pairs
OP,pineapple/eaten_in_summer,pineapple,summer
OP,pineapple/found_on_walls,pineapple,walls
OP,pineapple/has_peel,pineapple,peel
OP,pineapple/has_shelves,pineapple,shelves
OP,pineapple/produces_noise,pineapple,sound
OP,pineapple/cold,pineapple,cold
OP,pineapple/dangerous,pineapple,dangerous
OP,pineapple/decorative,pineapple,decorative
OP,pineapple/edible,pineapple,edible
OP,pineapple/electrical,pineapple,electricity
OP,pineapple/expensive,pineapple,expensive
OP,pineapple/fast,pineapple,fast
OP,pineapple/fun,pineapple,fun
OP,pineapple/hand_held,pineapple,hand-held
OP,pineapple/hard,pineapple,hard
OP,pineapple/heavy,pineapple,heavy
OP,pineapple/large,pineapple,big
OP,pineapple/loud,pineapple,loud
OP,pineapple/sharp,pineapple,sharp
OP,pineapple/shiny,pineapple,shiny
OP,pineapple/slimy,pineapple,slimy
OP,pineapple/smelly,pineapple,smelly
OP,pineapple/smooth,pineapple,smooth
OP,pineapple/tall,pineapple,tall
OP,pineapple/lives_in_water,pineapple,water
OP,pineapple/requires_gasoline,pineapple,gasoline
OP,pineapple/used_for_eating,pineapple,eating
OP,pineapple/used_for_cooking,pineapple,cooking
OP,pineapple/used_for_cleaning,pineapple,cleaning
OP,pineapple/used_by_children,pineapple,children
OP,pineapple/used_for_holding_things,pineapple,holding
OP,pineapple/used_for_killing,pineapple,killing
OP,pineapple/used_for_music,pineapple,music
OP,pineapple/used_for_transportation,pineapple,transportation
OP,pineapple/worn_for_warmth,pineapple,warmth
OP,pineapple/worn_on_feet,pineapple,feet
OP,pineapple/hot,pineapple,hot
OP,pineapple/light_weight,pineapple,light
OP,pineapple/squishy,pineapple,squishy
OP,pineapple/unhealthy,pineapple,unhealthy
OP,pineapple/wet,pineapple,wet
OP,pineapple/words_on_it,pineapple,words
OP,pineapple/man_made,pineapple,man-made
OP,pineapple/fragile,pineapple,fragile
OP,pistol/a_tool,pistol,tool
OP,pistol/a_toy,pistol,toy
OP,pistol/an_animal,pistol,animal
OP,pistol/flies,pistol,fly
OP,pistol/swims,pistol,swim
OP,pistol/pairs,pistol,pairs
OP,pistol/eaten_in_summer,pistol,summer
OP,pistol/found_on_walls,pistol,walls
OP,pistol/has_peel,pistol,peel
OP,pistol/has_shelves,pistol,shelves
OP,pistol/produces_noise,pistol,sound
OP,pistol/cold,pistol,cold
OP,pistol/dangerous,pistol,dangerous
OP,pistol/decorative,pistol,decorative
OP,pistol/edible,pistol,edible
OP,pistol/electrical,pistol,electricity
OP,pistol/expensive,pistol,expensive
OP,pistol/fast,pistol,fast
OP,pistol/fun,pistol,fun
OP,pistol/hand_held,pistol,hand-held
OP,pistol/hard,pistol,hard
OP,pistol/heavy,pistol,heavy
OP,pistol/large,pistol,big
OP,pistol/loud,pistol,loud
OP,pistol/sharp,pistol,sharp
OP,pistol/shiny,pistol,shiny
OP,pistol/slimy,pistol,slimy
OP,pistol/smelly,pistol,smelly
OP,pistol/smooth,pistol,smooth
OP,pistol/tall,pistol,tall
OP,pistol/lives_in_water,pistol,water
OP,pistol/requires_gasoline,pistol,gasoline
OP,pistol/used_for_eating,pistol,eating
OP,pistol/used_for_cooking,pistol,cooking
OP,pistol/used_for_cleaning,pistol,cleaning
OP,pistol/used_by_children,pistol,children
OP,pistol/used_for_holding_things,pistol,holding
OP,pistol/used_for_killing,pistol,killing
OP,pistol/used_for_music,pistol,music
OP,pistol/used_for_transportation,pistol,transportation
OP,pistol/worn_for_warmth,pistol,warmth
OP,pistol/worn_on_feet,pistol,feet
OP,pistol/hot,pistol,hot
OP,pistol/light_weight,pistol,light
OP,pistol/squishy,pistol,squishy
OP,pistol/unhealthy,pistol,unhealthy
OP,pistol/wet,pistol,wet
OP,pistol/words_on_it,pistol,words
OP,pistol/man_made,pistol,man-made
OP,pistol/fragile,pistol,fragile
OP,pizza/a_tool,pizza,tool
OP,pizza/a_toy,pizza,toy
OP,pizza/an_animal,pizza,animal
OP,pizza/flies,pizza,fly
OP,pizza/swims,pizza,swim
OP,pizza/pairs,pizza,pairs
OP,pizza/eaten_in_summer,pizza,summer
OP,pizza/found_on_walls,pizza,walls
OP,pizza/has_peel,pizza,peel
OP,pizza/has_shelves,pizza,shelves
OP,pizza/produces_noise,pizza,sound
OP,pizza/cold,pizza,cold
OP,pizza/dangerous,pizza,dangerous
OP,pizza/decorative,pizza,decorative
OP,pizza/edible,pizza,edible
OP,pizza/electrical,pizza,electricity
OP,pizza/expensive,pizza,expensive
OP,pizza/fast,pizza,fast
OP,pizza/fun,pizza,fun
OP,pizza/hand_held,pizza,hand-held
OP,pizza/hard,pizza,hard
OP,pizza/heavy,pizza,heavy
OP,pizza/large,pizza,big
OP,pizza/loud,pizza,loud
OP,pizza/sharp,pizza,sharp
OP,pizza/shiny,pizza,shiny
OP,pizza/slimy,pizza,slimy
OP,pizza/smelly,pizza,smelly
OP,pizza/smooth,pizza,smooth
OP,pizza/tall,pizza,tall
OP,pizza/lives_in_water,pizza,water
OP,pizza/requires_gasoline,pizza,gasoline
OP,pizza/used_for_eating,pizza,eating
OP,pizza/used_for_cooking,pizza,cooking
OP,pizza/used_for_cleaning,pizza,cleaning
OP,pizza/used_by_children,pizza,children
OP,pizza/used_for_holding_things,pizza,holding
OP,pizza/used_for_killing,pizza,killing
OP,pizza/used_for_music,pizza,music
OP,pizza/used_for_transportation,pizza,transportation
OP,pizza/worn_for_warmth,pizza,warmth
OP,pizza/worn_on_feet,pizza,feet
OP,pizza/hot,pizza,hot
OP,pizza/light_weight,pizza,light
OP,pizza/squishy,pizza,squishy
OP,pizza/unhealthy,pizza,unhealthy
OP,pizza/wet,pizza,wet
OP,pizza/words_on_it,pizza,words
OP,pizza/man_made,pizza,man-made
OP,pizza/fragile,pizza,fragile
OP,plate/a_tool,plate,tool
OP,plate/a_toy,plate,toy
OP,plate/an_animal,plate,animal
OP,plate/flies,plate,fly
OP,plate/swims,plate,swim
OP,plate/pairs,plate,pairs
OP,plate/eaten_in_summer,plate,summer
OP,plate/found_on_walls,plate,walls
OP,plate/has_peel,plate,peel
OP,plate/has_shelves,plate,shelves
OP,plate/produces_noise,plate,sound
OP,plate/cold,plate,cold
OP,plate/dangerous,plate,dangerous
OP,plate/decorative,plate,decorative
OP,plate/edible,plate,edible
OP,plate/electrical,plate,electricity
OP,plate/expensive,plate,expensive
OP,plate/fast,plate,fast
OP,plate/fun,plate,fun
OP,plate/hand_held,plate,hand-held
OP,plate/hard,plate,hard
OP,plate/heavy,plate,heavy
OP,plate/large,plate,big
OP,plate/loud,plate,loud
OP,plate/sharp,plate,sharp
OP,plate/shiny,plate,shiny
OP,plate/slimy,plate,slimy
OP,plate/smelly,plate,smelly
OP,plate/smooth,plate,smooth
OP,plate/tall,plate,tall
OP,plate/lives_in_water,plate,water
OP,plate/requires_gasoline,plate,gasoline
OP,plate/used_for_eating,plate,eating
OP,plate/used_for_cooking,plate,cooking
OP,plate/used_for_cleaning,plate,cleaning
OP,plate/used_by_children,plate,children
OP,plate/used_for_holding_things,plate,holding
OP,plate/used_for_killing,plate,killing
OP,plate/used_for_music,plate,music
OP,plate/used_for_transportation,plate,transportation
OP,plate/worn_for_warmth,plate,warmth
OP,plate/worn_on_feet,plate,feet
OP,plate/hot,plate,hot
OP,plate/light_weight,plate,light
OP,plate/squishy,plate,squishy
OP,plate/unhealthy,plate,unhealthy
OP,plate/wet,plate,wet
OP,plate/words_on_it,plate,words
OP,plate/man_made,plate,man-made
OP,plate/fragile,plate,fragile
OP,platypus/a_tool,platypus,tool
OP,platypus/a_toy,platypus,toy
OP,platypus/an_animal,platypus,animal
OP,platypus/flies,platypus,fly
OP,platypus/swims,platypus,swim
OP,platypus/pairs,platypus,pairs
OP,platypus/eaten_in_summer,platypus,summer
OP,platypus/found_on_walls,platypus,walls
OP,platypus/has_peel,platypus,peel
OP,platypus/has_shelves,platypus,shelves
OP,platypus/produces_noise,platypus,sound
OP,platypus/cold,platypus,cold
OP,platypus/dangerous,platypus,dangerous
OP,platypus/decorative,platypus,decorative
OP,platypus/edible,platypus,edible
OP,platypus/electrical,platypus,electricity
OP,platypus/expensive,platypus,expensive
OP,platypus/fast,platypus,fast
OP,platypus/fun,platypus,fun
OP,platypus/hand_held,platypus,hand-held
OP,platypus/hard,platypus,hard
OP,platypus/heavy,platypus,heavy
OP,platypus/large,platypus,big
OP,platypus/loud,platypus,loud
OP,platypus/sharp,platypus,sharp
OP,platypus/shiny,platypus,shiny
OP,platypus/slimy,platypus,slimy
OP,platypus/smelly,platypus,smelly
OP,platypus/smooth,platypus,smooth
OP,platypus/tall,platypus,tall
OP,platypus/lives_in_water,platypus,water
OP,platypus/requires_gasoline,platypus,gasoline
OP,platypus/used_for_eating,platypus,eating
OP,platypus/used_for_cooking,platypus,cooking
OP,platypus/used_for_cleaning,platypus,cleaning
OP,platypus/used_by_children,platypus,children
OP,platypus/used_for_holding_things,platypus,holding
OP,platypus/used_for_killing,platypus,killing
OP,platypus/used_for_music,platypus,music
OP,platypus/used_for_transportation,platypus,transportation
OP,platypus/worn_for_warmth,platypus,warmth
OP,platypus/worn_on_feet,platypus,feet
OP,platypus/hot,platypus,hot
OP,platypus/light_weight,platypus,light
OP,platypus/squishy,platypus,squishy
OP,platypus/unhealthy,platypus,unhealthy
OP,platypus/wet,platypus,wet
OP,platypus/words_on_it,platypus,words
OP,platypus/man_made,platypus,man-made
OP,platypus/fragile,platypus,fragile
OP,pliers/a_tool,pliers,tool
OP,pliers/a_toy,pliers,toy
OP,pliers/an_animal,pliers,animal
OP,pliers/flies,pliers,fly
OP,pliers/swims,pliers,swim
OP,pliers/pairs,pliers,pairs
OP,pliers/eaten_in_summer,pliers,summer
OP,pliers/found_on_walls,pliers,walls
OP,pliers/has_peel,pliers,peel
OP,pliers/has_shelves,pliers,shelves
OP,pliers/produces_noise,pliers,sound
OP,pliers/cold,pliers,cold
OP,pliers/dangerous,pliers,dangerous
OP,pliers/decorative,pliers,decorative
OP,pliers/edible,pliers,edible
OP,pliers/electrical,pliers,electricity
OP,pliers/expensive,pliers,expensive
OP,pliers/fast,pliers,fast
OP,pliers/fun,pliers,fun
OP,pliers/hand_held,pliers,hand-held
OP,pliers/hard,pliers,hard
OP,pliers/heavy,pliers,heavy
OP,pliers/large,pliers,big
OP,pliers/loud,pliers,loud
OP,pliers/sharp,pliers,sharp
OP,pliers/shiny,pliers,shiny
OP,pliers/slimy,pliers,slimy
OP,pliers/smelly,pliers,smelly
OP,pliers/smooth,pliers,smooth
OP,pliers/tall,pliers,tall
OP,pliers/lives_in_water,pliers,water
OP,pliers/requires_gasoline,pliers,gasoline
OP,pliers/used_for_eating,pliers,eating
OP,pliers/used_for_cooking,pliers,cooking
OP,pliers/used_for_cleaning,pliers,cleaning
OP,pliers/used_by_children,pliers,children
OP,pliers/used_for_holding_things,pliers,holding
OP,pliers/used_for_killing,pliers,killing
OP,pliers/used_for_music,pliers,music
OP,pliers/used_for_transportation,pliers,transportation
OP,pliers/worn_for_warmth,pliers,warmth
OP,pliers/worn_on_feet,pliers,feet
OP,pliers/hot,pliers,hot
OP,pliers/light_weight,pliers,light
OP,pliers/squishy,pliers,squishy
OP,pliers/unhealthy,pliers,unhealthy
OP,pliers/wet,pliers,wet
OP,pliers/words_on_it,pliers,words
OP,pliers/man_made,pliers,man-made
OP,pliers/fragile,pliers,fragile
OP,plum/a_tool,plum,tool
OP,plum/a_toy,plum,toy
OP,plum/an_animal,plum,animal
OP,plum/flies,plum,fly
OP,plum/swims,plum,swim
OP,plum/pairs,plum,pairs
OP,plum/eaten_in_summer,plum,summer
OP,plum/found_on_walls,plum,walls
OP,plum/has_peel,plum,peel
OP,plum/has_shelves,plum,shelves
OP,plum/produces_noise,plum,sound
OP,plum/cold,plum,cold
OP,plum/dangerous,plum,dangerous
OP,plum/decorative,plum,decorative
OP,plum/edible,plum,edible
OP,plum/electrical,plum,electricity
OP,plum/expensive,plum,expensive
OP,plum/fast,plum,fast
OP,plum/fun,plum,fun
OP,plum/hand_held,plum,hand-held
OP,plum/hard,plum,hard
OP,plum/heavy,plum,heavy
OP,plum/large,plum,big
OP,plum/loud,plum,loud
OP,plum/sharp,plum,sharp
OP,plum/shiny,plum,shiny
OP,plum/slimy,plum,slimy
OP,plum/smelly,plum,smelly
OP,plum/smooth,plum,smooth
OP,plum/tall,plum,tall
OP,plum/lives_in_water,plum,water
OP,plum/requires_gasoline,plum,gasoline
OP,plum/used_for_eating,plum,eating
OP,plum/used_for_cooking,plum,cooking
OP,plum/used_for_cleaning,plum,cleaning
OP,plum/used_by_children,plum,children
OP,plum/used_for_holding_things,plum,holding
OP,plum/used_for_killing,plum,killing
OP,plum/used_for_music,plum,music
OP,plum/used_for_transportation,plum,transportation
OP,plum/worn_for_warmth,plum,warmth
OP,plum/worn_on_feet,plum,feet
OP,plum/hot,plum,hot
OP,plum/light_weight,plum,light
OP,plum/squishy,plum,squishy
OP,plum/unhealthy,plum,unhealthy
OP,plum/wet,plum,wet
OP,plum/words_on_it,plum,words
OP,plum/man_made,plum,man-made
OP,plum/fragile,plum,fragile
OP,pony/a_tool,pony,tool
OP,pony/a_toy,pony,toy
OP,pony/an_animal,pony,animal
OP,pony/flies,pony,fly
OP,pony/swims,pony,swim
OP,pony/pairs,pony,pairs
OP,pony/eaten_in_summer,pony,summer
OP,pony/found_on_walls,pony,walls
OP,pony/has_peel,pony,peel
OP,pony/has_shelves,pony,shelves
OP,pony/produces_noise,pony,sound
OP,pony/cold,pony,cold
OP,pony/dangerous,pony,dangerous
OP,pony/decorative,pony,decorative
OP,pony/edible,pony,edible
OP,pony/electrical,pony,electricity
OP,pony/expensive,pony,expensive
OP,pony/fast,pony,fast
OP,pony/fun,pony,fun
OP,pony/hand_held,pony,hand-held
OP,pony/hard,pony,hard
OP,pony/heavy,pony,heavy
OP,pony/large,pony,big
OP,pony/loud,pony,loud
OP,pony/sharp,pony,sharp
OP,pony/shiny,pony,shiny
OP,pony/slimy,pony,slimy
OP,pony/smelly,pony,smelly
OP,pony/smooth,pony,smooth
OP,pony/tall,pony,tall
OP,pony/lives_in_water,pony,water
OP,pony/requires_gasoline,pony,gasoline
OP,pony/used_for_eating,pony,eating
OP,pony/used_for_cooking,pony,cooking
OP,pony/used_for_cleaning,pony,cleaning
OP,pony/used_by_children,pony,children
OP,pony/used_for_holding_things,pony,holding
OP,pony/used_for_killing,pony,killing
OP,pony/used_for_music,pony,music
OP,pony/used_for_transportation,pony,transportation
OP,pony/worn_for_warmth,pony,warmth
OP,pony/worn_on_feet,pony,feet
OP,pony/hot,pony,hot
OP,pony/light_weight,pony,light
OP,pony/squishy,pony,squishy
OP,pony/unhealthy,pony,unhealthy
OP,pony/wet,pony,wet
OP,pony/words_on_it,pony,words
OP,pony/man_made,pony,man-made
OP,pony/fragile,pony,fragile
OP,porcupine/a_tool,porcupine,tool
OP,porcupine/a_toy,porcupine,toy
OP,porcupine/an_animal,porcupine,animal
OP,porcupine/flies,porcupine,fly
OP,porcupine/swims,porcupine,swim
OP,porcupine/pairs,porcupine,pairs
OP,porcupine/eaten_in_summer,porcupine,summer
OP,porcupine/found_on_walls,porcupine,walls
OP,porcupine/has_peel,porcupine,peel
OP,porcupine/has_shelves,porcupine,shelves
OP,porcupine/produces_noise,porcupine,sound
OP,porcupine/cold,porcupine,cold
OP,porcupine/dangerous,porcupine,dangerous
OP,porcupine/decorative,porcupine,decorative
OP,porcupine/edible,porcupine,edible
OP,porcupine/electrical,porcupine,electricity
OP,porcupine/expensive,porcupine,expensive
OP,porcupine/fast,porcupine,fast
OP,porcupine/fun,porcupine,fun
OP,porcupine/hand_held,porcupine,hand-held
OP,porcupine/hard,porcupine,hard
OP,porcupine/heavy,porcupine,heavy
OP,porcupine/large,porcupine,big
OP,porcupine/loud,porcupine,loud
OP,porcupine/sharp,porcupine,sharp
OP,porcupine/shiny,porcupine,shiny
OP,porcupine/slimy,porcupine,slimy
OP,porcupine/smelly,porcupine,smelly
OP,porcupine/smooth,porcupine,smooth
OP,porcupine/tall,porcupine,tall
OP,porcupine/lives_in_water,porcupine,water
OP,porcupine/requires_gasoline,porcupine,gasoline
OP,porcupine/used_for_eating,porcupine,eating
OP,porcupine/used_for_cooking,porcupine,cooking
OP,porcupine/used_for_cleaning,porcupine,cleaning
OP,porcupine/used_by_children,porcupine,children
OP,porcupine/used_for_holding_things,porcupine,holding
OP,porcupine/used_for_killing,porcupine,killing
OP,porcupine/used_for_music,porcupine,music
OP,porcupine/used_for_transportation,porcupine,transportation
OP,porcupine/worn_for_warmth,porcupine,warmth
OP,porcupine/worn_on_feet,porcupine,feet
OP,porcupine/hot,porcupine,hot
OP,porcupine/light_weight,porcupine,light
OP,porcupine/squishy,porcupine,squishy
OP,porcupine/unhealthy,porcupine,unhealthy
OP,porcupine/wet,porcupine,wet
OP,porcupine/words_on_it,porcupine,words
OP,porcupine/man_made,porcupine,man-made
OP,porcupine/fragile,porcupine,fragile
OP,pot/a_tool,pot,tool
OP,pot/a_toy,pot,toy
OP,pot/an_animal,pot,animal
OP,pot/flies,pot,fly
OP,pot/swims,pot,swim
OP,pot/pairs,pot,pairs
OP,pot/eaten_in_summer,pot,summer
OP,pot/found_on_walls,pot,walls
OP,pot/has_peel,pot,peel
OP,pot/has_shelves,pot,shelves
OP,pot/produces_noise,pot,sound
OP,pot/cold,pot,cold
OP,pot/dangerous,pot,dangerous
OP,pot/decorative,pot,decorative
OP,pot/edible,pot,edible
OP,pot/electrical,pot,electricity
OP,pot/expensive,pot,expensive
OP,pot/fast,pot,fast
OP,pot/fun,pot,fun
OP,pot/hand_held,pot,hand-held
OP,pot/hard,pot,hard
OP,pot/heavy,pot,heavy
OP,pot/large,pot,big
OP,pot/loud,pot,loud
OP,pot/sharp,pot,sharp
OP,pot/shiny,pot,shiny
OP,pot/slimy,pot,slimy
OP,pot/smelly,pot,smelly
OP,pot/smooth,pot,smooth
OP,pot/tall,pot,tall
OP,pot/lives_in_water,pot,water
OP,pot/requires_gasoline,pot,gasoline
OP,pot/used_for_eating,pot,eating
OP,pot/used_for_cooking,pot,cooking
OP,pot/used_for_cleaning,pot,cleaning
OP,pot/used_by_children,pot,children
OP,pot/used_for_holding_things,pot,holding
OP,pot/used_for_killing,pot,killing
OP,pot/used_for_music,pot,music
OP,pot/used_for_transportation,pot,transportation
OP,pot/worn_for_warmth,pot,warmth
OP,pot/worn_on_feet,pot,feet
OP,pot/hot,pot,hot
OP,pot/light_weight,pot,light
OP,pot/squishy,pot,squishy
OP,pot/unhealthy,pot,unhealthy
OP,pot/wet,pot,wet
OP,pot/words_on_it,pot,words
OP,pot/man_made,pot,man-made
OP,pot/fragile,pot,fragile
OP,potato/a_tool,potato,tool
OP,potato/a_toy,potato,toy
OP,potato/an_animal,potato,animal
OP,potato/flies,potato,fly
OP,potato/swims,potato,swim
OP,potato/pairs,potato,pairs
OP,potato/eaten_in_summer,potato,summer
OP,potato/found_on_walls,potato,walls
OP,potato/has_peel,potato,peel
OP,potato/has_shelves,potato,shelves
OP,potato/produces_noise,potato,sound
OP,potato/cold,potato,cold
OP,potato/dangerous,potato,dangerous
OP,potato/decorative,potato,decorative
OP,potato/edible,potato,edible
OP,potato/electrical,potato,electricity
OP,potato/expensive,potato,expensive
OP,potato/fast,potato,fast
OP,potato/fun,potato,fun
