cocoAnnID,cocoImgID,objectHuman,objectUID,vps
1901563,221872,bowl,bowl,eat from;clean;wipe out;aim like;ask into;attach from;attach down;arrest at;eat over;ask about;admire over;admire;discuss;eat from;photograph;scoop from;admire about;attack into;ascend onto;arrange in;assemble on;eat from;rinse off;throw down;fill in
1151954,95786,vase,vase,arrest by;arch after;apply at;apply behind;aim about;bounce without;construct behind;empty after;jog with;fish from;push on;autograph on;aim at;bounce against;brush off;admire;ask about;pick up;admire;fill;pick up;break;drink from;paint;paint;break;chisel;pick up;arrange in;carry towards;ask about;immerse into;overflow around;admire;pick up;dust off
293663,281929,tie,tie,attack over;balloon up into;adjust against;adjust by;adjust against;tie;adjust;apply;wash;gamble with;bike with;clean off;admire;adjust;tie;adjust;put on;apprehend;tie up;waddle;wash;put on;yank;adjust
2154526,281929,person,person,talk to;ignore;photograph;walk over to;walk up to;walk with;talk to;arch like;bake after;ail for;arrest for;apply down;push over;hit;run to;ask onto;adjust to;ask about;adjust for;brush against;admire;bother;brush off;imitate
80342,453302,bottle,bottle,assemble down;applaud about;adjust for;assemble into;arrest by;admire over;arrange around;check out around;discuss over;paint on;fill;fill up;empty;drink from;drink from;throw out;break;crush;examine;give out;pry into;drink from;rinse out;shake;pick up;wash;pucker up towards;drink from;aim over;drip down;bite down on;drink from;rinse out;lift up;adjust down;wad about;lace in;fall for;adjust about
1994414,95786,vase,vase,admire;clean;decorate;arrange;paint;arrest down;ask into;ask from;apprehend by;apply at;destroy;throw;ignore;throw out;tip over;arrange around;attack with;carry around;break down;cheer up with;brush against;fling about;arrange with;break;destroy;squeeze
89049,81738,bottle,bottle,pour out;drink;fill up;attach from;applaud of;aim like;ascend without;baptize without;clean with;wipe;clean around;fetch;ignore;glare at;slap down;throw up into;drink from;pour from;lift with;wipe off;knock over;arrange;hunch over by;pull out
1082146,377814,donut,donut,autograph before;ail by;apprehend by;apprehend as;apprehend before;lick;eat;fill up on;admire at;eat down;assemble around;ascend on;apprehend of;eat;bite into;lick;smell;twirl;admire;eat;lick;bite down on;break off;buy out;yank out;pick out
332751,453302,refrigerator,refrigerator,wipe off;clean out;kneel down by;arrest by;apprehend about;apply against;applaud at;aim about;open;carry;talk about;check out;load;repair;wipe off;tip over;clean in;arrange around;walk towards;lean against;sweep around;open;open up;adjust;buy
470823,27696,person,person,talk with;laugh about;lecture;complain to;tune out;talk to;eat with;laugh with;sit towards;ask from;ail around;aim as;aim down;ascend for;eat with;communicate with;eat like;talk to;sit by;feed;ask;bow to;brawl with;call;admire about;applaud after;bother by;call out behind;cheer up to
2118211,377814,donut,donut,balloon out on;ask as;arrange behind;arch around;apply about;pick up;eat;admire;ask about;adjust;admire;eat;bite;pick up;eat from;bite into;chew on;fill up;adjust;beg for;butter up;check out;feed on;drool over;bite down into;cheer up after;poop out;race towards
1128623,453302,toaster,toaster,cook in;clean out;bake in;check out;crouch down over;examine;adjust;assemble into;arrest by;applaud down;autograph down;arrest like;clean up at;adjust around;dust off after;pick up with;bake in;insert into;lean down with;gather up onto;extinguish from;adjust around;ail behind;apply as;admire at;attach in
184545,81738,person,person,applaud around;admire at;discuss with;ask about;check out;eat with;aim for;bake into;assemble before;arrange as;arrange down;admire;arch towards;ask;attack;beg;walk over to;wave at;stand before;embrace against;complain to;chop;bite;lick;talk to;sing with;eat with;laugh with;help;adjust to;admire;bet against;bake for;butter up;arch like;autograph in;ascend of;apprehend in;ascend in
686088,27696,fork,fork,attach by;apply at;adjust in;apprehend for;bake by;buy;clean;dust off;pick up;eat with;wash;wash off;lick;rinse off;ask for;eat from;wash off;spear with;put down;pick up;wipe off;arrange;bike down onto;eat off;clean;lick
2118860,377814,donut,donut,eat at;buy about;chew to;clap at;eat;butter;pick up;lick;attack off;bike without;balloon up towards;bandage up over;balloon up onto;taste of;eat of;lick off;dance around;cover over;ask about;bake out;arrange of;ascend down;chop by;eat;lick;taste;chew;bite into
1071975,27696,pizza,pizza,eat on;chew into;bake through;call for;carry off;arrest down;applaud before;apply by;ascend by;attack into;eat;slice;pay for;admire;eat;applaud;bake;bite;eat;fill up on;ignore;microwave;pick up;bite into;eat;smell
1590221,453302,chair,chair,bounce as;ask into;bandage over;bandage up of;bake onto;sit on;push around;clean off;celebrate in;descend down onto;sit in;sleep in;rest in;read in;push up from;sit down at;hunch over;smash;sit down in;kick over;stand on;walk over to;cart off;walk into;adjust;lean in;sit down onto;mold onto;clean;admire about;sit down in;turn over;climb onto;wheel around;walk by;knock over
1963570,81738,dining table,dining_table,adjust at;sit down at;communicate at;intermingle at;lean onto;applaud into;balloon onto;bathe without;attack over;arrest onto;apply in;gamble on;ask in;dance in;clean up to;clean;rinse off;wash off;arrange;sit at;stand at;eat at;clean off;wipe off;clear off;wipe down;scrub;clean;wash;eat off;check out;decorate;eat at;clean off;scrub;cover up;dust off;attach onto;ask about;celebrate at
1993776,429530,vase,vase,admire;photograph;caress;admire;adjust;clean out;crush;barbecue like;balloon of;balloon into;arch about;arrest about;admire;lift;fill;buy;clean around;collide into;paint on;measure around;ask about;apply for;admire over;calm down for;clean up around;educate about
1668834,111951,vase,vase,admire over;complain to;rub on;adjust;break;examine;lean over;autograph as;adjust at;arrest in;ascend down;aim for;admire at;clean off;rinse off by;check out;adjust;clean off;admire;arrange;break;carry;gather
1978587,453302,microwave,microwave,bet as;aim before;admire at;arch down;apprehend around;cook in;clean;bake in;turn on;turn off;clean around;clean behind;cook in;turn off;turn on;unload from;glare at;operate on;crouch down against;unpack behind;ask for;aim at;collide with;drive off without;gasp over;clean around;wipe down;cook with;lean against;eat from
1612901,226130,dining table,dining_table,sit at;clean off;wipe off;mop up around;eat at;chew by;complain at;lean in over;sneeze around;arch from;applaud at;bike without;apply about;ascend down;stand at;sit down at;lean over;admire;adjust;sit down at;clear off;wipe down;scrub;sit at;clean;eat at;decorate around;drink at;fall off;pull out;stand at;lean on;write at;sit down at;bow at;discuss at;admire;chew at;knock over;crash into
1994143,429530,vase,vase,admire behind;aim off;beg in;arrest behind;ascend behind;empty out;dance before;arrange behind;brush off around;carry off;fill up;arrange;buy;paint;arrange;fill;dust off;smash;admire;buy;lift up;admire over;brush off;clean out;dust off;knock over
172716,61268,train,train,aim at;brush against;board;apprehend;apply like;apprehend down;arch from;arch down;apply for;catch;empty out;paint;wait at;check;drive around;run towards;calm down on;catch;dance on;cheer for;admire;climb on;ignore
2104858,27696,knife,knife,distract with;cheer up for;frown about;check on;clean off;slice with;carve with;lift;attack off;arrest by;arrest for;assemble after;adjust about;carve with;slice with;put down;cook with;give over;cook through;admire about;talk about;insert;lift up;pick up
205534,61268,person,person,buy of;fix to;eat on;wash up on;run to;race up to;walk towards;autograph down;ascend on;ascend from;balloon on;balloon onto;admire as;applaud at;bow at;detain;fetch;help;call out to;run towards;whistle for;walk around;ask about
112314,27186,couch,couch,arch in;ask for;attack from;assemble in;balloon into;snuggle up on;nag about;leap up behind;frown at;slouch on;rest on;clean;yawn on;kneel down by;clean up around;ask about;cover up on;sit on;sit down on;fall onto;rest on;camp out on;catch up on;walk over to;snuggle up on;read on
1385164,61268,traffic light,traffic_light,wait at;pull up to;complain about;ail before;apprehend before;attack before;apply into;arrange around;complain about;light up;walk over to;smile at;stoop down down;giggle at;drive around;shout at;adjust to;aim at;assemble behind;apply of;arrange to;jump up over;walk around;drive through
1994241,429530,vase,vase,ascend from;attack on;ask behind;applaud for;arrest onto;fill up;break;clean;clean;fill up;pick up;arrange;admire at;ascend onto;apply for;aim at;ask about;display;admire;fill;knock down;aim for;adjust around;crash into;plow into
1386651,61268,traffic light,traffic_light,ask against;ail after;ail after;aim at;applaud about;clean up on;clean in;attack on;call out to;break at;sit at;glare at;break;rock;walk over to;walk up to;aim at;break off;adjust to;crash into;admire at;spy on;jog around;exercise around
469199,27186,person,person,bathe;pick up;carry;buckle in;cook for;practice with;wink at;smile at;ascend for;applaud down;attach in;attack off;balloon off;admire;talk to;cheer for;cheer for;applaud;dance with;sit down by;crouch down by;cheer;speak to;hang out by;walk to;break down around;cheer up around;communicate towards;talk to;smile at;sit with;bother;cheer up;help;hug;tickle
391983,307172,dining table,dining_table,ask at;bet on;complain about;stand up by;slouch around;bandage up of;applaud behind;arch at;apprehend before;aim around;eat on;drink on;clean;sit down at;arrange on;clean off;eat at;congregate around;sit down at;walk over to;smell towards;taste at;pick up off;eat on;lean on;wait at;read at;drink at
1109234,27186,remote,remote,aim;clench;fling;whip around;scoop up;apprehend;ask about;talk about;assemble around;admire for;arch down;apply against;arch behind;clean around;browse without;brush around;practice with;measure;tug at;break;swing;twist
1979154,453302,microwave,microwave,clean out;wipe off;carry off;apply for;adjust onto;autograph about;bite onto;attack without;open;cook in;turn off;smell;cook in;clean out;turn off;turn on;cook in;open up into;bake in;dust off;open up;unplug
167880,128051,bus,bus,photograph;walk towards;check;commute on;climb onto;wave down;pay for;crash into;arrest before;apprehend behind;apply after;admire about;apply in;drive;check out;chase;crash;dust off;dust off behind;poop behind;drive off with;race around;waddle in;poop behind;walk off;run onto
1386917,61268,traffic light,traffic_light,adjust to;bike around;bulldoze down;camouflage over;chop down;ask before;applaud around;aim as;aim by;arch down;drive off from;queue at;wait at;grimace at;complain at;ignore;buckle up at;drive off against;frown at;protest;check;frown at;wait at;drive off from;admire;flick;count on
1373834,128051,truck,truck,drive;clean;wash;pout about;whistle for;ask in;film behind;give up without;applaud in;arrest around;ascend behind;arch before;arch down;walk behind;walk over to;climb up on;wipe down;spray off;drive off in;check behind;sit on;drive;walk up to;load;sit in;wash
1834720,61268,handbag,handbag,carry around;check in;fish out of;hang onto;pull out of;carry;adjust;pack up;bandage up after;aim from;bake on;assemble into;ask like;open up;open;carry;carry off;sell from;cling to;clear out;fish through;comb through;snuggle up with;wipe off around;button down
672309,307172,cup,cup,buckle in without;autograph from;assemble onto;balloon out without;bite over;eat from;shake out;fill in;eat to;drink on;ask on;build on;drink from;put down;empty out;adjust around;drink from;drool into;sit behind;empty in;carry out;pick up;tilt;shake;open up
318966,518326,bed,bed,bike behind;admire at;ascend in;aim about;adjust from;walk up to;walk around;lean against;photograph into;arrange;sit on;curl up on;throw out;clean up;break up;cart off;tip over;admire;ask about;cheer at;push;sit in;walk with;sleep on;bounce on;clean off;jump on;fall off;check out;climb up on;crawl over;grimace at;paint over;sell off;scrap;admire over;board;carry
1072948,307172,pizza,pizza,eat;admire;bite into;slice off;slice;eat;taste;bite into;smell;arrange by;apprehend as;arrange around;apprehend about;adjust about;admire before;crouch over;eat through;drool over;smile before;admire;eat;serve;fill up off;eat;carve;sniff;throw out
332167,554838,refrigerator,refrigerator,arrest by;apprehend by;applaud at;aim about;admire down;pull on;open up;eat from;clean up behind;open;sell;clean;open;walk over to;run to;stand around;check in;lean against;forage in;drink at;clean;clean up;wash;wipe down
1373989,128051,truck,truck,yank at;whistle in;parachute onto;grimace at;mourn in;bounce against;climb up onto;camp in;drive off in;talk in;attach like;attack in;assemble on;apprehend as;applaud as;drive;drive off in;sit in;walk by;wash;check out;drive in;drive off with;ask about;buy;sit down in;clean out;race around;lean against;commute with;drive;repair;fill up;paint;drive off with;lean against;open up;dive;load up
472775,518326,person,person,apply for;aim by;ail in;arch by;ail behind;barbecue with;block off;bike towards;build towards;caress with;ask about;imitate over;crouch down behind;laugh at;applaud for;call out at;hang out with;brew up for;lift up with;socialize with;drink with;write down for;applaud;collide with;educate
1867939,554838,bottle,bottle,ascend about;applaud behind;apply by;adjust about;bake without;pour out from;drink from;pay for;empty;pour;drop;pour from;drink from;shake;fill up;throw out;distribute from;drink down;dust around;glare at;pour from;pour;lift;carry;shake;empty
695332,130613,knife,knife,pick up;clean up;walk over to;wash off;rinse off;wipe down;balloon of;ask behind;apprehend from;bake for;autograph from;carve with;clean up;peel with;throw out;slice with;pick up;sharpen;shave with;clean;carve with;butter up with;pull with;strike out with;dissect with
1733508,518326,person,person,laugh at;walk over to;call to;ask in;bake into;arch at;applaud from;assemble into;ask about;call out towards;crouch down by;call out to;crouch down by;giggle to;run off;talk to;walk around;sit with;pee on;ask about;bake for;aim at;arrange around;attach onto
2187216,430056,sandwich,sandwich,balloon of;adjust about;adjust against;arch behind;adjust in;bite into;chew around;hunch down over;bite into;pick at;eat;dive into;complain about;eat;make;ask for;taste;smell;bite into;throw out;give over;eat through;pick through;ask about;eat from;throw out
2213395,554838,bottle,bottle,drink from;pour from;drip from;adjust without;brush off around;arrange around;ask about;carry off;assemble behind;arrest by;arch by;aim by;adjust like;pour;tilt;drink from;drink from;cover up behind;arrange behind;drink;pour;knock over
1062384,130613,carrot,carrot,bake with;arrange around;break down;chop at;clean on;arrest at;ail after;aim before;adjust behind;aim before;barbecue;burn;dry off;cook;eat;bite down on;chew;spear;carve;eat on;smell at;bite down on;bite down;bake around;apply down;bite down at;carve out
1956690,518326,bed,bed,bandage on;assemble onto;attach in;aim from;autograph in;fix;clean;push;run to;brush off;clean up;decorate;sleep on;wash;bounce on;brush off off;eat on;cover up on;crawl on;decorate with;dip into;run into;descend down onto;leap up on;sit onto
169148,355817,bus,bus,bake in;adjust about;adjust onto;attack behind;adjust over;admire at;check out;walk up to;fuel;admire;block;camp out on;chase;crash;complain in;buckle up in;clean up;ask about;admire;call to;board;sit on;run towards;walk by;run after;drive;drive off in;jog into;load up;load;call out to;crawl up into;curl up on;hang out around;jog behind;cry out for;run after;eat on;stumble off;walk onto
2131300,130613,dining table,dining_table,eat at;dust off;clear off;bathe into;arrest in;bake like;ascend of;autograph from;complain about;complain around;cry by;fall against;bite at;eat at;taste;clear off;clean;wipe down;scrub;sit at;wash off;eat at;clear off;sit down at;sit down at;aim at;ask about;bite over;carry to;clean off;lean against;cook on;eat on;jump up onto;applaud;bathe;brush off;cart off;draw on
347647,227511,car,car,attach down;apprehend from;autograph onto;attack;assemble before;unlock;climb into;drive off in;drive by;open up;lock up;turn on;turn;assemble on;dive down into;fasten onto;slide down into;twist against;race;vacuum;repair;rinse off;lean on;sit in;drive off in
304526,554328,sports ball,sports_ball,throw;chase after;catch;run after;admire down;adjust off;ascend about;adjust about;bake of;throw;catch;crouch down by;autograph on;discuss about;read about;throw with;admire at;jog by;hunch over behind;laugh at;walk around;run towards;hit with;place out;talk about;throw over;call about
688351,105014,fork,fork,admire for;ask like;bake from;arch before;balloon into;arrange around;bite towards;dry of;poke towards;cook with;eat with;lift;clean;eat with;stir with;taste off;eat with;clean off;stir with;eat with;eat without;taste with;beg for;cart off with;stir with;pick up;spear with;eat with;barbecue with;lick on;paint onto;operate with;wipe off around;break;bite;buy;lift up;chop up
360979,227511,car,car,apprehend at;applaud behind;ask before;ask like;ask like;drive;walk by;run behind;walk towards;run from;walk up to;walk around;catch;destroy out;catch up to;crush through;photograph;turn;ram;scratch;buy off;camp out with;celebrate about;clean off;compete with
1745306,355817,person,person,admire at;sit with;stand with;ask for;attack behind;talk about;talk to;whistle at;videotape about;admire of;arrest down;arrest as;applaud without;baptize with;balloon up without;adjust around;ask about;bother by;call over;admire about;sit with;ask about;call out to;glare at;wink at;smile at;sit by;stand by;talk to;laugh with
503207,554328,person,person,walk over to;race up to;run to;admire off;balloon about;autograph like;barbecue out;baptize without;admire over;ask about;cry about;talk to;smile at;throw to;wave at;cheer on;kiss;applaud;stand behind;camp out with;pee on;walk up to;waddle over to;admire;speak to
361983,227511,car,car,talk about;ask about;taxi with;ascend into;arrange behind;aim behind;assemble into;arrest by;aim for;admire;aim behind;assemble behind;assemble around;drive;sit in;buy;wash;repair;check out;tilt;caress;assemble around;race towards;run towards
713732,105014,bowl,bowl,eat out;check out;retrieve;rinse off;apply down;arrange before;aim behind;arrange into;autograph like;admire;carry;drop;dust off;eat at;drool by;sit by;eat;photograph;stir;empty out;empty out;carry off;cover up over;bite into;chisel out
414836,29675,dining table,dining_table,eat at;sit at;admire;clean;sell;admire down;ascend before;arrest as;arrange like;ascend into;eat on;clean off;talk around;brush off;dust off;scratch;pray at;sit at;sit down at;eat at;stand on;clean;jog around;sit around;lean in against;wipe off;clean off;flip over
416022,227511,fire hydrant,fire_hydrant,block;work by;walk up to;walk by;drive by;jump over;walk around;run into;bandage up of;bake off;attack from;balloon out towards;balloon out without;examine;admire;check out;walk over to;walk up to;weld;stand by;leap over;mow around;stumble over;photograph
633522,554328,baseball glove,baseball_glove,attach on;balloon around;ascend behind;applaud like;attack by;catch with;autograph;burn;lift up;catch with;put on;slip on;lace up;slap on;pull out;put on;tear off;carry off;catch with;wipe off;throw;break;assemble;bury;catch with;pitch with;put on
1560469,105014,broccoli,broccoli,eat;throw up;put down;ascend behind;ail behind;arrange from;bake in;bake onto;admire like;barbecue with;burn through;caress with;complain about;chew into;arrange around;ask for;bite down on;clear around;bake;butter;chop;cook;eat;arrange;examine;adjust
1068304,29675,hot dog,hot_dog,ask about;fill up on;flip over;beg for;bite into;eat without;bite down on;chew into;aim from;apply at;ascend for;arch behind;autograph of;eat;drool over;ask for;buy;beg for;eat;chop up;brush off;nip on;sneeze on;eat on;sit by;smell around
1786177,227511,car,car,yawn around;ask about;check out;arrange before;aim by;attach onto;balloon like;balloon off;guard from;laugh about;lock up of;lift up with;paint in;signal to;drive towards;bike towards;attach with;glue into;plummet down onto;walk against;work with;sell;climb out;recover
635374,554328,baseball glove,baseball_glove,throw to;cheer up to;carry on;fix on;catch with;dust off;autograph onto;measure;arrange before;arrange by;aim at;arrest by;applaud by;aim at;dust off onto;race towards;carry around;dust off;photograph with;practice with;put on;catch with;flex;hang up;lace up
1069835,29675,hot dog,hot_dog,baptize at;apply after;arrest in;attach for;ascend off;ask for;cook;eat;chew on;eat;chew;lick;lift up;chew on;descend onto;ask about;pay for;sniff towards;barbecue;burn;chew;cook;eat;bite into;throw out;knock over
1563380,105014,carrot,carrot,apply about;aim from;ail before;apprehend from;ascend onto;yank out;grimace at;glare towards;frown around;ask for;eat in;hit about;block after;cook at;eat;cook;poop out;cry for;bite through;drool over;kneel for;cry about;admire;spear;bite into
1706760,554328,person,person,arch for;aim about;attack behind;ail from;admire like;throw to;catch from;compete against;applaud towards;cheer about;assemble to;ask of;clap for;admire;salute;cheer for;throw to;interview;photograph;admire;applaud;pitch to;admire;complain about;jog around;run from
1099821,32610,laptop,laptop,bet down;apprehend behind;apply as;applaud for;ask after;jog up to;check out;check out around;push against;break into;call out to;check out around;fix up on;kick on;adjust without;sell off;unplug from;flip over on;kick into;admire about;apply with;display with;turn on;sit down behind;pick up;arrange off;balloon up behind;adjust as;apply about;applaud about;adjust to;break down;call on;erase on;interview on;aim at;aim behind;adjust around;adjust by;arrange around
337557,105455,clock,clock,arrest of;assemble by;arch before;applaud by;ask by;admire;ask about;walk over to;admire;photograph;walk up to;measure;admire;photograph;ascend;glare at;videotape towards;photograph towards;admire at;ask about;cover over;complain about;break at
323423,146489,cell phone,cell_phone,aim down;arrange by;arrest at;applaud into;autograph out;admire over;ask about;communicate with;open up;lift up;unlock;call with;check in;videotape with;call;drop;pick up;smash;adjust;block against;admire at;pick up with;open in;hang up with
661669,146489,wine glass,wine_glass,drink from;pour into;pour out;pick up;rinse out;break down onto;attack off;balloon up onto;bandage into;arrange after;drink from;pour into;pour from;lift with;taste from;drink from;drink from;wipe off;buy;celebrate with;calm down with;pour out;frown about;celebrate with;press for;protest over
1192747,105455,car,car,lock;load up;drive;walk over to;board into;crash against;drive off;sit in;aim after;apply around;aim before;ask behind;ail after;bike towards;celebrate;drive;grimace at;sit down in;crouch down behind;march up to;aim towards;admire towards;crash into;butter up in
1103586,32610,laptop,laptop,carry around;sell;lock up;type on;arrest about;arch against;arrange down;adjust onto;ask against;catch up on;check about;hunch over by;sign up in;wipe off around;work on;sit down at;adjust;check out;admire at;assemble by;clean up around;work with;turn off;type on;repair;dust off;tilt up;tip;push;punch;ask for;write with;ask about;beg for;communicate on;arrange around;cover up over;turn off;type on;browse on
496288,326128,person,person,admire towards;applaud for;autograph from;ask about;bet on;adjust about;admire of;applaud for;ask;bandage up;assemble off;attack on;autograph onto;attack after;applaud by;talk to;ask about;photograph;encourage;walk towards;applaud at;admire for;ask about;call out for;encourage with;admire;communicate with;compete with;ski with;talk to;speak to;laugh with;hang out with;admire around;applaud with;board with;camp with;lean onto;run to;push on;call onto;compete against
1075422,146489,pizza,pizza,admire towards;bandage down;apply behind;adjust before;adjust down;eat;taste;bite into;smell;slice;drink with;bite;fold up;pick up;throw up after;ask before;brawl for;work out after;weep over;bite into;cook with;tear into;smell for;burn down;bite into
1103853,32610,laptop,laptop,turn on;wipe off;ask about;apply at;attach onto;autograph into;attach towards;bathe over;fold up;pick up;cart off;wipe off;sign into;pack up;tear into;operate on;repair;smash into;lift up;work on;type on;tilt
619672,326128,snowboard,snowboard,autograph down;ask after;applaud about;attach to;break without;ascend for;attack like;bake in;balloon on;block out out;cry for;ask about;cheer up with;fall on;practice with;crash into;bounce up onto;cheer up around;check behind;climb up onto;adjust;autograph;break;burn;slip off;stand on;pick up;jump with;clip into;brush off;scoop up;stand up on;wax;pick up;walk up to;put on;pick up;brush off;flip over;stand on;ski down on
1786506,227511,car,car,drive;ask about;lock up;bet of;ask in;bandage on;attach of;ask onto;bike down by;ask about;clean up around;climb up onto;buckle up in;whip around by;beg by;bow before;buckle up in;check about;socialize in;photograph around;smash into;crash into;drive towards;sit down in
1091907,146489,dining table,dining_table,arrest like;balloon out off;attack like;apply at;arrange about;admire about;clean up around;dust off on;eat at;drink at;taste from;pour at;socialize by;eat at;wash down;eat over;pray over;talk over;scoop up into;crawl behind;clean up around;admire on;admire at;apply from;bake off;attach on
10122,490171,dog,dog,board over;balloon on;ask at;ascend down;assemble by;hug on;pat on;run from;whistle at;wave to;talk about;swim towards;dive down by;applaud for;admire on;instruct about;ask about;call out for;admire;applaud;surf with;swim by;admire;surf with;dry off;pat;dry off;swim to;barbecue for;distract around;hitchhike with;rinse off with;swoop down onto;swim with;surf with;talk to;encourage;train
3482,71226,dog,dog,applaud in;ask out;ask by;applaud by;aim towards;caress;walk;feed;bathe;bathe with;call out to;camp out with;sit against;admire at;kiss down;carry after;whistle to;call out;crawl up by;hunch over;kneel down by;admire;pat;sell
1164885,32610,backpack,backpack,fill up;carry;clean;bandage off;bake down;attach onto;bandage like;bandage without;throw on;clean up on;buy of;attack to;carry;drop;empty out;examine;fill up;pick up;gather up;scoop up;walk over to;unload;open up;unpack
424665,533493,person,person,dance with;throw to;tackle;admire;bandage up off;balloon of;balloon like;ask into;autograph of;applaud;interview;clap for;smile at;talk to;laugh at;lean in;talk with;applaud;admire;call out to;celebrate with;cheerlead for;apprehend;attack;slice
1627046,32610,laptop,laptop,throw in;give to;talk on;buy on;bathe about;attack as;arrest at;applaud off;bandage up without;arrange around;clean off;clean out;type on;wipe off;check out;ail behind;ail about;apprehend about;attack over;adjust of;examine;turn on;type on;communicate with;work on
15080,71226,dog,dog,curl up by;kiss;pat;admire;crouch down by;arrest for;assemble like;ask in;attach onto;attack off;call out;brush off;comb out;dance with;walk over;call out for;clean up after;crouch down by;giggle at;scratch at;brush off;clap for;calm down with;study around;rest against;ask about;cheer up around;smile about;snuggle up to;celebrate with;feed;bathe;dance around;barbecue;jump over;caress;lather up;feed;educate;pat;pat;feed;carry;smile at;hug
647796,490171,surfboard,surfboard,surf on;fall off;stand up on;attack behind;apply around;aim at;ail as;ail for;slip off;surf on;swim to;fall off;swim on;swim with;strap on;tie down;stand up on;talk about;apprehend;embrace;jump off;admire;jump on;pick up;row out on
444072,533493,person,person,laugh at;giggle at;applaud;videotape;ask about;applaud for;catch up with;wink at;eat without;open up with;ascend around;aim before;applaud behind;arch down;adjust about;applaud at;call out to;clap for;smile at;chase towards;celebrate with;applaud for;embrace against;race down towards;dance about;laugh at;smile at;talk to;walk to;carry around;laugh with;skate with;laugh as;brawl with;ignore;punch;scold;tackle;arrest;attack;calm down;distract;tune out
273554,71226,cat,cat,pat;scratch;feed;brush;stroke;pick up;talk to;lift up;brush;kneel down by;sleep with;curl up without;ask about;sneeze around;laugh at;ask about;give up on;kneel down by;misbehave with;pat;feed;check out;rub;call;feed;clean up after;brush
1627381,32610,laptop,laptop,attack on;push on;kick on;crush in;bake into;arrange against;arrange down;arrest around;apprehend for;lock;carry;wipe down;arrange for;ask about;attach;give up to;turn on;smash out;repair to;lock down;pull out;adjust towards;admire around;work on
1956584,71226,bed,bed,sleep on;clean off;leap onto;ascend for;arrest at;admire against;adjust about;adjust about;rest on;make;sleep on;jump on;sleep on;adjust on;sleep on;throw up on;clean off;bounce on;compete for;climb up on;embrace against;grieve by;nag about;race up to
511443,119995,person,person,adjust down;aim after;applaud for;applaud against;ask about;assemble down;assemble at;attach over;attack on;bandage on;compete against;run by;cheer for;applaud for;applaud;cheer at;ask about;cheer for;applaud;compete with;serve to;photograph;compete against;hit towards;cheer;applaud;ascend towards;dive towards;wheel into;bake before;twist towards;admire;applaud;bathe;bother;call;cheer for;frown at;call out to;laugh at;whistle at
1970803,32610,laptop,laptop,ascend down;apprehend behind;arrest in;arch as;ask in;adjust;admire;examine;fix;buy;ask for;turn on;open up;operate;read on;turn off;put down;clean up;dust off;read on;pick up;check out;lock up;read from;sell;ignore
460886,533493,person,person,applaud;ignore;ask out;smile at;ignore;help;collide with;autograph of;attack into;ascend of;assemble before;ask of;jump onto;talk to;work out with;communicate with;help without;write about;ask like;taxi down to;call before;smile at;congregate;confront
137446,68093,car,car,ascend onto;ask about;barbecue behind;break into;camp out in;board into;assemble before;ask off;attack like;attack of;misbehave in;light up by;throw up behind;laugh at;smile about;drive in;sit in;crash into;complain about;waddle towards;ask about;drive off in;buy;check out;decorate;race with;wipe off;drive off;storm off in;drive off in;wash;wax;sit in;emerge from;admire;buckle in;clean;chase;crash
1251248,119995,person,person,spy on;admire;talk to;socialize with;cheer with;sit with;talk with;clap with;ascend on;autograph down;attach down;balloon up through;baptize over;run into;sit behind;fall onto;talk to;yawn at;frown at;call;ask about;talk to
604214,533493,frisbee,frisbee,throw with;chase after;jog over with;dust off;offer;throw;sit down;walk over to;assemble off;balloon of;balloon out of;bake like;baptize down;clean around;check out with;chase after;catch at;carry around;aim;decorate;throw;fling down;throw over;drop off;sit down by;aim towards
293120,22371,tie,tie,block out off;autograph from;ascend behind;apply at;applaud before;brush off;pull off;perspire onto;spill on;pack up with;admire;giggle at;flip over;autograph in;attack off;bake in;baptize on;autograph in;admire;adjust;yank off;wipe off;tug at;press;clean;flick
1136682,376310,sink,sink,lather up in;wash up in;throw up in;queue up for;clean up in;bandage up onto;assemble down;arch before;apply before;applaud onto;crush on;ask on;apprehend to;dance to;socialize around;baptize over;wipe off at;talk around;soak up in;rinse;wet;wipe off;clean;ask about;complain about;douse in
2001021,119995,person,person,admire about;applaud for;celebrate with;ask about;admire over;call out to;apprehend as;arrange at;apply in;aim against;adjust for;talk to;talk about;gamble with;hit to;serve to;applaud for;celebrate with;call out to;camp out;cheer with;aim at;caress behind;catch towards
153858,68093,motorcycle,motorcycle,arrange before;autograph by;arrest down;arrange by;applaud down;drive;race with;rinse off;lean against;sit on;rest by;run behind;jog towards;operate;open up;haul on;drive off on;admire;climb onto;drive off on;ask about;drive;sit on;knock over;photograph;admire
495620,22371,person,person,apply at;arrange as;aim in;autograph down;arrest behind;sit down by;walk over to;telephone;speak to;work with;ask;talk to;sit with;call over;check out;punch towards;swoop by;walk towards;admire at;ask for;cheer over;catch up with;jog over to;frown at
2157699,119995,person,person,push into;spit at;frown at;examine;glare about;officiate for;imitate as;giggle like;arrest like;ask off;arrest of;attack down;arrest down;smile at;sit by;intermingle with;communicate with;run into;bathe after;sit down like;run from;trip over;assemble with;whistle with;hang out with
